index,status,seniority,home,time,age,marital,records,job,expenses,income,assets,debt,amount,price
3755,default,0,rent,48,25,married,no,fixed,60,150.0,0.0,0.0,1350,1450
3756,ok,12,rent,48,46,married,yes,fixed,104,294.0,0.0,0.0,1350,1352
3757,ok,9,private,48,46,married,no,fixed,45,100.0,37000.0,0.0,800,904
3758,ok,0,parents,48,28,single,no,freelance,35,100.0,0.0,0.0,900,1400
3759,ok,2,owner,48,38,married,yes,fixed,75,192.0,23000.0,3000.0,700,970
3760,ok,3,parents,60,24,single,no,fixed,35,100.0,0.0,0.0,1500,2100
3761,default,4,rent,48,23,married,no,freelance,52,171.0,0.0,0.0,1150,1450
3762,ok,3,private,60,24,single,no,fixed,35,245.0,5000.0,0.0,1300,1360
3763,default,1,ignore,60,28,married,yes,freelance,45,0.0,4000.0,0.0,1500,1661
3764,ok,11,owner,12,26,married,yes,parttime,35,110.0,4500.0,2000.0,300,1248
3765,default,1,rent,36,26,single,no,parttime,42,70.0,0.0,0.0,590,590
3766,default,0,rent,48,23,single,no,parttime,42,72.0,0.0,0.0,700,875
3767,ok,1,rent,60,29,married,no,fixed,73,133.0,0.0,0.0,1000,1158
3768,ok,10,parents,36,34,married,yes,freelance,45,0.0,10000.0,0.0,600,882
3769,ok,9,owner,24,30,married,no,fixed,35,250.0,30000.0,0.0,1000,1594
3770,ok,2,owner,60,28,married,no,freelance,35,196.0,7000.0,3950.0,1600,1678
3771,ok,3,parents,60,36,married,yes,fixed,60,92.0,0.0,0.0,1100,1355
3772,ok,10,owner,60,45,married,no,freelance,45,325.0,12000.0,1200.0,1300,1833
3773,default,3,private,36,38,divorced,yes,fixed,35,0.0,12500.0,0.0,3000,4800
3774,ok,10,owner,48,33,married,no,fixed,45,110.0,5000.0,0.0,1000,1160
3775,default,2,rent,48,56,single,no,freelance,51,157.0,11000.0,4500.0,1000,2008
3776,ok,4,other,60,25,single,no,fixed,35,162.0,0.0,0.0,1800,2999
3777,default,7,parents,60,33,single,no,parttime,35,70.0,0.0,0.0,1300,1438
3778,ok,5,parents,48,27,married,yes,freelance,45,175.0,0.0,0.0,1000,1342
3779,ok,16,parents,24,44,single,no,freelance,35,86.0,0.0,0.0,700,950
3780,ok,0,parents,24,26,single,no,parttime,35,69.0,0.0,0.0,107,125
3781,default,7,owner,60,28,married,yes,fixed,60,148.0,8000.0,0.0,920,1021
3782,default,2,other,48,25,married,no,fixed,35,129.0,0.0,0.0,1580,1925
3783,default,3,rent,60,44,separated,yes,fixed,60,150.0,0.0,0.0,1650,1772
3784,ok,1,owner,24,38,married,no,fixed,60,102.0,3500.0,0.0,850,1260
3785,ok,7,owner,48,32,married,yes,fixed,45,140.0,5500.0,0.0,550,1250
3786,default,2,owner,60,24,single,no,parttime,35,120.0,3000.0,0.0,1400,1513
3787,ok,1,parents,60,42,married,no,fixed,60,66.0,7000.0,0.0,950,1589
3788,ok,27,rent,24,50,married,no,fixed,47,115.0,0.0,0.0,500,1636
3789,ok,6,owner,60,31,married,no,fixed,35,84.0,3000.0,0.0,1400,1724
3790,ok,3,owner,60,26,married,no,fixed,45,128.0,3000.0,0.0,1300,1790
3791,ok,9,private,60,32,married,no,fixed,60,155.0,12000.0,5000.0,1200,1400
3792,default,5,parents,24,26,single,no,fixed,35,140.0,0.0,0.0,450,900
3793,ok,3,rent,48,26,married,no,fixed,58,230.0,0.0,0.0,1150,1316
3794,default,20,other,60,47,married,yes,fixed,105,0.0,0.0,0.0,750,843
3795,ok,18,private,60,49,married,no,fixed,60,140.0,4000.0,0.0,1050,1097
3796,ok,19,owner,60,54,widow,yes,fixed,35,207.0,11000.0,4000.0,800,1336
3797,ok,5,rent,36,40,separated,no,fixed,43,75.0,0.0,0.0,400,650
3798,ok,8,owner,60,33,married,no,freelance,45,250.0,10000.0,0.0,2500,3250
3799,ok,2,other,36,35,separated,no,fixed,35,200.0,0.0,0.0,1600,1671
3800,default,1,owner,12,56,married,no,others,60,0.0,3500.0,0.0,500,1705
3801,ok,10,owner,60,26,married,no,fixed,45,135.0,5000.0,3700.0,1600,1767
3802,ok,14,owner,36,34,married,no,fixed,60,143.0,5000.0,0.0,1400,1939
3803,ok,13,parents,48,31,married,no,fixed,35,90.0,0.0,0.0,1000,1395
3804,ok,4,ignore,60,62,married,no,freelance,35,102.0,8000.0,0.0,1200,1405
3805,ok,20,owner,60,46,single,no,fixed,35,250.0,25000.0,4000.0,1450,1566
3806,ok,15,owner,60,49,married,no,fixed,60,162.0,5000.0,0.0,1700,2081
3807,ok,24,owner,60,46,married,no,fixed,60,140.0,6000.0,1000.0,1100,1653
3808,ok,10,owner,36,36,married,no,fixed,35,235.0,12000.0,1700.0,1500,1985
3809,ok,2,parents,36,24,single,no,fixed,35,60.0,0.0,0.0,450,750
3810,ok,21,owner,24,44,married,no,fixed,60,124.0,4000.0,0.0,800,2400
3811,default,1,rent,60,24,married,yes,parttime,42,70.0,0.0,0.0,1700,1761
3812,ok,11,owner,48,27,married,no,fixed,35,140.0,4000.0,0.0,1500,1641
3813,ok,12,owner,60,27,married,yes,fixed,35,100.0,3000.0,0.0,1300,1359
3814,ok,5,rent,36,51,married,no,fixed,63,184.0,0.0,0.0,635,785
3815,default,6,owner,48,26,married,yes,fixed,35,90.0,5000.0,0.0,1390,1594
3816,ok,1,rent,48,37,married,yes,parttime,72,116.0,6000.0,0.0,1400,1661
3817,ok,10,owner,60,41,married,no,others,35,57.0,5000.0,0.0,1300,1863
3818,default,0,owner,60,27,married,no,parttime,75,210.0,7000.0,4800.0,1250,1315
3819,default,1,owner,48,20,single,no,fixed,35,53.0,2000.0,1600.0,1100,1100
3820,ok,0,parents,60,24,single,no,parttime,35,111.0,3000.0,1200.0,850,1412
3821,ok,10,owner,24,50,married,no,freelance,60,200.0,,0.0,500,1131
3822,ok,10,owner,60,32,married,no,fixed,60,160.0,4000.0,1800.0,1050,1303
3823,default,2,owner,60,30,married,yes,freelance,45,0.0,5000.0,700.0,1000,2200
3824,ok,16,owner,60,32,married,no,fixed,60,159.0,4000.0,0.0,1500,1736
3825,default,0,rent,60,19,single,no,others,35,0.0,0.0,0.0,900,1158
3826,ok,10,owner,6,39,married,no,freelance,75,67.0,8000.0,0.0,430,500
3827,default,9,other,60,30,married,yes,fixed,60,109.0,0.0,0.0,1250,1560
3828,default,7,other,36,38,married,yes,freelance,35,59.0,0.0,0.0,1000,2246
3829,ok,3,parents,36,28,single,no,fixed,35,74.0,0.0,0.0,350,550
3830,ok,6,owner,48,51,married,no,freelance,45,106.0,12000.0,0.0,1035,1410
3831,default,0,parents,48,21,single,no,parttime,35,48.0,0.0,0.0,1850,1877
3832,default,3,parents,60,23,single,no,fixed,35,62.0,0.0,0.0,1100,1300
3833,ok,1,owner,24,39,married,no,others,35,70.0,4000.0,0.0,525,1771
3834,default,3,rent,36,39,married,no,fixed,90,150.0,0.0,0.0,300,700
3835,ok,12,owner,48,39,married,no,freelance,60,95.0,6000.0,0.0,1300,1600
3836,default,0,private,36,31,married,no,parttime,35,202.0,6000.0,0.0,1300,1663
3837,ok,2,rent,60,24,married,no,fixed,55,100.0,4000.0,0.0,1750,1900
3838,default,2,private,48,37,married,yes,parttime,75,115.0,2000.0,0.0,850,1194
3839,ok,2,parents,60,24,single,no,fixed,35,164.0,0.0,0.0,900,1516
3840,ok,0,parents,24,20,single,no,fixed,35,155.0,7000.0,0.0,1450,1688
3841,ok,4,owner,48,40,married,yes,fixed,60,150.0,3500.0,200.0,800,800
3842,default,21,owner,60,63,married,yes,fixed,60,165.0,3000.0,0.0,1250,1424
3843,default,14,rent,60,38,married,no,fixed,71,108.0,0.0,0.0,1400,1693
3844,ok,25,owner,60,51,married,no,fixed,35,93.0,3500.0,0.0,900,995
3845,default,6,other,60,30,married,no,fixed,60,133.0,0.0,0.0,1300,1388
3846,ok,3,owner,36,37,married,no,fixed,60,55.0,0.0,0.0,1500,2315
3847,ok,13,owner,36,39,married,no,fixed,35,148.0,14000.0,0.0,300,850
3848,ok,5,parents,24,31,single,no,fixed,35,130.0,0.0,0.0,200,1447
3849,ok,16,other,60,34,married,no,fixed,60,120.0,6000.0,0.0,1350,1487
3850,ok,3,parents,48,20,single,no,freelance,35,,7000.0,0.0,1000,1362
3851,ok,5,other,18,65,married,yes,others,35,99.0,0.0,0.0,375,675
3852,ok,16,rent,48,32,single,yes,fixed,47,120.0,0.0,0.0,800,1224
3853,ok,2,rent,48,29,single,no,fixed,60,250.0,0.0,0.0,1000,1179
3854,ok,0,parents,60,31,married,no,others,75,37.0,0.0,0.0,1500,2084
3855,ok,23,parents,60,37,single,no,freelance,35,0.0,4500.0,0.0,1950,2336
3856,ok,6,owner,48,55,married,no,freelance,45,74.0,16000.0,1500.0,2000,3753
3857,default,0,parents,36,19,single,no,freelance,35,0.0,0.0,0.0,400,495
3858,default,1,other,60,21,single,no,parttime,45,0.0,0.0,0.0,1100,1480
3859,default,3,parents,60,25,married,no,fixed,35,70.0,0.0,0.0,1300,1332
3860,ok,5,owner,36,58,married,yes,others,45,79.0,7000.0,0.0,400,1234
3861,default,0,rent,48,20,single,yes,parttime,56,105.0,0.0,0.0,1100,1289
3862,ok,9,private,48,27,married,no,fixed,45,102.0,5000.0,360.0,1300,1537
3863,ok,0,owner,48,29,married,no,others,60,50.0,11000.0,0.0,1000,1480
3864,ok,8,owner,12,39,married,no,fixed,75,160.0,1500.0,0.0,360,865
3865,ok,24,owner,60,43,single,no,fixed,35,120.0,3500.0,0.0,1320,1680
3866,ok,3,parents,60,23,single,no,fixed,35,107.0,0.0,0.0,800,1111
3867,ok,13,owner,60,27,married,no,fixed,35,253.0,7000.0,0.0,1060,1750
3868,ok,2,rent,60,49,married,no,fixed,51,155.0,0.0,0.0,1500,1550
3869,ok,33,owner,48,61,married,no,fixed,35,130.0,8000.0,0.0,850,1050
3870,default,0,owner,36,31,married,yes,parttime,45,120.0,3000.0,150.0,700,850
3871,ok,0,rent,60,46,separated,no,fixed,57,124.0,0.0,0.0,940,1149
3872,ok,7,parents,60,25,single,no,fixed,35,75.0,0.0,0.0,1100,1340
3873,ok,20,owner,36,37,married,yes,fixed,60,150.0,3500.0,0.0,450,950
3874,ok,10,rent,36,36,divorced,no,freelance,45,100.0,0.0,0.0,1000,1700
3875,default,17,owner,36,60,married,no,fixed,60,78.0,2500.0,0.0,650,800
3876,ok,1,owner,60,28,married,no,fixed,45,60.0,4000.0,0.0,1500,2326
3877,ok,10,owner,60,32,married,no,fixed,45,419.0,5500.0,2500.0,1300,1995
3878,ok,4,rent,60,25,married,no,fixed,56,112.0,0.0,0.0,1250,1399
3879,default,3,rent,60,32,married,no,fixed,50,147.0,0.0,0.0,1100,1226
3880,ok,31,owner,12,53,married,yes,fixed,60,165.0,6000.0,0.0,594,1332
3881,ok,3,rent,24,32,married,no,fixed,61,160.0,0.0,0.0,400,450
3882,ok,8,rent,60,46,married,no,freelance,45,0.0,0.0,0.0,1000,1359
3883,ok,0,rent,12,22,single,no,freelance,38,34.0,0.0,0.0,700,1665
3884,ok,1,rent,60,25,married,no,parttime,42,73.0,0.0,0.0,1000,1050
3885,default,12,owner,60,37,married,no,fixed,60,98.0,9000.0,200.0,800,1012
3886,ok,2,rent,36,44,married,no,parttime,57,123.0,5000.0,0.0,900,975
3887,ok,10,owner,12,36,married,no,freelance,45,0.0,4000.0,0.0,900,1776
3888,ok,1,owner,60,40,married,yes,fixed,45,100.0,8500.0,0.0,400,1570
3889,ok,0,owner,60,47,married,no,freelance,45,56.0,6000.0,0.0,1345,1345
3890,ok,3,owner,60,32,married,no,fixed,45,90.0,6000.0,0.0,1500,2502
3891,ok,1,owner,60,21,single,yes,fixed,35,294.0,53000.0,0.0,1300,1398
3892,ok,10,owner,36,50,married,no,freelance,75,0.0,7500.0,0.0,1000,1230
3893,ok,19,parents,60,34,single,no,fixed,35,80.0,0.0,0.0,1000,1097
3894,ok,0,parents,18,33,single,no,fixed,35,112.0,6000.0,0.0,450,1196
3895,ok,3,rent,60,29,married,yes,fixed,55,100.0,0.0,0.0,930,1007
3896,ok,4,owner,36,42,single,no,fixed,35,115.0,12000.0,0.0,900,1299
3897,ok,5,owner,60,37,married,no,freelance,60,67.0,3500.0,196.0,1300,1625
3898,ok,2,owner,60,24,married,no,fixed,45,375.0,5000.0,0.0,2200,2433
3899,ok,2,other,60,39,single,no,fixed,35,113.0,0.0,0.0,1250,1499
3900,ok,18,rent,36,41,single,no,freelance,40,53.0,0.0,0.0,750,1077
3901,ok,17,owner,48,55,married,yes,freelance,60,73.0,15000.0,0.0,1900,2205
3902,default,5,owner,48,26,single,no,fixed,35,0.0,10000.0,5000.0,1500,2272
3903,ok,19,owner,60,34,married,no,fixed,60,196.0,7000.0,1000.0,1690,1930
3904,ok,1,rent,48,24,married,no,parttime,41,56.0,0.0,0.0,1500,1935
3905,ok,16,owner,48,31,married,no,fixed,45,200.0,5000.0,800.0,1250,1646
3906,ok,1,rent,48,34,married,no,fixed,55,102.0,0.0,0.0,600,1074
3907,ok,15,owner,60,43,married,no,freelance,60,310.0,7000.0,0.0,1200,1297
3908,ok,11,owner,60,33,married,no,fixed,60,106.0,6000.0,0.0,1500,1702
3909,default,0,parents,36,22,single,no,parttime,35,103.0,4500.0,0.0,1050,1485
3910,ok,0,parents,60,41,single,no,parttime,35,131.0,4500.0,0.0,1200,1538
3911,default,0,private,60,43,married,no,parttime,45,117.0,2000.0,250.0,1600,1967
3912,default,0,rent,60,25,single,yes,parttime,47,120.0,0.0,0.0,1200,1460
3913,default,0,rent,36,18,single,yes,others,38,33.0,0.0,0.0,300,350
3914,default,0,parents,36,35,single,no,freelance,35,0.0,0.0,0.0,875,950
3915,ok,9,other,60,31,married,no,fixed,60,130.0,0.0,0.0,1500,1700
3916,ok,14,owner,60,40,married,no,fixed,60,110.0,5000.0,0.0,1000,1646
3917,ok,4,parents,36,20,single,no,fixed,35,60.0,0.0,0.0,550,587
3918,ok,5,parents,36,28,married,no,fixed,45,107.0,0.0,0.0,1160,1959
3919,default,0,rent,36,22,single,no,parttime,42,65.0,0.0,0.0,430,550
3920,ok,4,parents,36,28,married,no,fixed,35,173.0,0.0,0.0,1000,1300
3921,ok,13,owner,60,35,married,no,fixed,60,134.0,4500.0,700.0,1000,1894
3922,ok,8,owner,60,41,married,no,freelance,60,173.0,8000.0,0.0,1200,1570
3923,default,1,parents,60,22,single,no,freelance,35,78.0,3500.0,0.0,2275,2300
3924,ok,5,ignore,48,51,divorced,no,fixed,35,95.0,6000.0,0.0,500,645
3925,ok,3,rent,36,21,single,no,fixed,44,89.0,0.0,0.0,400,500
3926,default,1,owner,60,40,married,yes,fixed,60,155.0,2500.0,0.0,1650,1650
3927,default,3,owner,36,45,married,yes,fixed,60,87.0,3500.0,0.0,650,650
3928,ok,0,parents,48,22,single,no,freelance,45,0.0,0.0,0.0,4000,4500
3929,default,1,parents,36,31,married,no,fixed,35,61.0,4000.0,0.0,700,800
3930,ok,3,private,60,35,married,no,fixed,75,185.0,3500.0,1200.0,700,845
3931,ok,20,owner,12,48,separated,no,freelance,75,300.0,18000.0,0.0,760,1369
3932,default,3,owner,36,40,married,yes,freelance,60,0.0,4500.0,0.0,575,775
3933,ok,10,owner,36,37,married,yes,fixed,60,320.0,15000.0,1000.0,1000,2191
3934,ok,1,owner,36,20,single,no,parttime,35,139.0,4000.0,0.0,375,425
3935,ok,8,rent,48,36,married,no,fixed,76,159.0,0.0,0.0,830,939
3936,ok,6,other,48,35,married,no,fixed,60,79.0,15000.0,0.0,2000,2504
3937,ok,0,other,36,26,married,no,fixed,45,260.0,0.0,0.0,725,775
3938,default,0,rent,60,60,married,no,others,55,100.0,8000.0,0.0,2500,2500
3939,ok,12,owner,60,54,married,yes,fixed,75,231.0,15000.0,0.0,1950,2500
3940,ok,6,rent,60,31,single,no,fixed,43,82.0,0.0,0.0,800,946
3941,default,3,parents,60,30,married,yes,fixed,45,120.0,4000.0,0.0,1500,1621
3942,default,0,parents,18,19,single,no,fixed,35,91.0,0.0,0.0,650,650
3943,ok,12,rent,36,30,married,no,fixed,65,203.0,0.0,0.0,1500,2700
3944,ok,13,parents,60,34,single,no,fixed,35,96.0,0.0,0.0,750,775
3945,default,0,owner,60,39,married,yes,freelance,45,0.0,10000.0,0.0,1500,1699
3946,ok,4,private,24,44,married,no,freelance,60,0.0,2900.0,0.0,1800,2750
3947,default,8,other,36,39,married,no,fixed,35,0.0,0.0,0.0,450,550
3948,ok,8,owner,24,36,married,no,fixed,60,90.0,6000.0,1500.0,900,1715
3949,ok,10,owner,36,52,married,no,freelance,35,225.0,25000.0,0.0,2000,2315
3950,ok,5,owner,60,36,married,yes,fixed,35,205.0,9000.0,1500.0,1050,1168
3951,default,5,parents,48,20,single,no,others,45,0.0,0.0,0.0,2500,3542
3952,default,2,owner,60,35,single,no,fixed,35,51.0,4000.0,0.0,1400,1628
3953,ok,21,owner,60,40,married,yes,fixed,60,144.0,6500.0,0.0,2000,2230
3954,default,3,parents,60,34,single,yes,parttime,35,80.0,0.0,0.0,1100,1265
3955,default,0,rent,60,38,married,no,freelance,35,0.0,0.0,0.0,1300,1636
3956,ok,14,parents,60,32,married,yes,fixed,35,140.0,0.0,0.0,1150,1273
3957,ok,23,owner,60,50,married,no,fixed,45,90.0,3000.0,0.0,950,1101
3958,ok,3,owner,48,25,married,no,freelance,35,107.0,4500.0,1900.0,1000,1250
3959,ok,4,owner,36,32,married,no,fixed,45,190.0,13000.0,2000.0,800,2400
3960,ok,8,owner,60,34,married,yes,fixed,45,145.0,5000.0,0.0,1100,1110
3961,ok,11,rent,12,29,single,no,fixed,44,93.0,0.0,0.0,700,1667
3962,ok,2,rent,60,40,married,no,fixed,60,145.0,500.0,0.0,1550,1621
3963,ok,3,parents,48,24,single,no,fixed,35,55.0,3000.0,0.0,850,875
3964,ok,3,parents,48,28,married,no,fixed,45,173.0,0.0,0.0,1000,2057
3965,ok,6,rent,60,34,married,no,fixed,86,110.0,0.0,0.0,800,2263
3966,default,0,rent,60,38,married,yes,parttime,75,0.0,0.0,0.0,1000,1235
3967,ok,20,owner,60,39,married,no,fixed,60,68.0,13000.0,0.0,900,975
3968,ok,0,owner,24,52,married,no,others,45,170.0,6500.0,0.0,500,600
3969,ok,8,owner,60,33,married,no,fixed,45,160.0,2000.0,0.0,1050,2277
3970,default,5,owner,48,49,widow,no,others,35,48.0,4000.0,0.0,1100,1438
3971,ok,17,owner,48,46,married,no,fixed,35,128.0,4000.0,0.0,1400,1718
3972,default,2,rent,48,44,separated,no,fixed,48,125.0,5000.0,800.0,1600,2500
3973,ok,0,parents,60,22,single,no,parttime,35,72.0,0.0,0.0,1100,1131
3974,ok,20,owner,60,44,married,no,fixed,60,115.0,4000.0,0.0,1250,1463
3975,ok,5,rent,60,42,separated,yes,freelance,89,288.0,15000.0,0.0,1800,2148
3976,ok,16,owner,36,40,married,no,fixed,60,160.0,4000.0,0.0,1300,2305
3977,ok,14,owner,60,38,married,no,fixed,60,114.0,5000.0,400.0,1200,2062
3978,ok,1,rent,6,38,married,no,parttime,72,118.0,0.0,0.0,125,375
3979,ok,1,parents,48,21,single,no,fixed,35,60.0,0.0,0.0,850,1195
3980,default,1,rent,24,24,single,no,parttime,49,139.0,0.0,0.0,500,550
3981,ok,12,rent,48,36,married,no,fixed,80,195.0,0.0,0.0,1800,2272
3982,ok,3,parents,48,29,separated,no,fixed,35,108.0,0.0,0.0,900,1263
3983,default,2,rent,18,46,married,yes,fixed,74,140.0,0.0,0.0,200,380
3984,ok,18,parents,60,42,divorced,yes,fixed,35,145.0,0.0,0.0,1000,1025
3985,ok,15,owner,36,43,married,yes,fixed,60,105.0,5000.0,0.0,400,1631
3986,default,2,parents,60,20,single,no,fixed,35,56.0,3500.0,0.0,1300,1637
3987,ok,14,owner,60,28,married,no,fixed,35,216.0,4000.0,0.0,1750,2270
3988,default,0,parents,36,21,single,no,parttime,35,130.0,2000.0,0.0,875,1075
3989,ok,3,owner,60,27,married,no,fixed,35,120.0,4000.0,1500.0,1800,2090
3990,ok,1,owner,60,27,married,no,fixed,35,90.0,2000.0,0.0,1150,1470
3991,default,6,rent,60,38,married,yes,fixed,55,103.0,0.0,0.0,1100,1303
3992,default,0,owner,36,42,married,no,freelance,60,0.0,5000.0,0.0,1350,1850
3993,ok,3,owner,60,33,married,yes,fixed,45,193.0,10000.0,1500.0,1300,1730
3994,ok,6,parents,18,25,married,no,fixed,45,164.0,0.0,0.0,1250,1890
3995,ok,18,rent,60,37,married,no,fixed,70,100.0,0.0,0.0,1300,1345
3996,ok,30,owner,12,56,married,no,freelance,45,60.0,12000.0,0.0,1375,1700
3997,ok,25,private,12,55,single,no,freelance,35,92.0,25000.0,0.0,150,400
3998,ok,1,owner,60,22,single,no,fixed,35,300.0,4000.0,200.0,1350,1450
3999,ok,18,rent,48,53,married,no,fixed,54,92.0,0.0,0.0,1340,1345
4000,ok,5,owner,36,53,married,yes,others,35,227.0,8500.0,0.0,1550,1985
4001,default,5,rent,48,31,married,yes,fixed,60,150.0,0.0,0.0,800,1707
4002,ok,14,owner,60,40,married,no,fixed,45,91.0,0.0,0.0,1100,1565
4003,default,0,parents,60,33,married,yes,freelance,60,0.0,0.0,0.0,2000,2235
4004,ok,10,private,60,48,married,no,fixed,35,161.0,9000.0,0.0,900,1100
4005,ok,39,owner,60,58,married,no,fixed,35,113.0,3500.0,0.0,1380,1623
4006,ok,0,private,48,41,married,no,fixed,75,146.0,10000.0,0.0,1370,1623
4007,ok,1,parents,36,24,single,no,fixed,35,70.0,0.0,0.0,700,1067
4008,default,5,rent,60,37,married,no,fixed,77,318.0,5000.0,0.0,1750,2953
4009,ok,10,owner,60,34,married,no,fixed,45,115.0,9500.0,0.0,1450,1721
4010,default,1,rent,60,36,married,yes,parttime,84,90.0,0.0,0.0,1100,1184
4011,ok,3,private,60,27,married,no,fixed,35,215.0,5000.0,2800.0,1500,1682
4012,ok,8,owner,24,30,married,yes,fixed,35,340.0,1200.0,0.0,1000,1893
4013,default,1,rent,60,31,divorced,yes,parttime,39,42.0,0.0,0.0,1200,1265
4014,ok,0,owner,24,18,single,no,parttime,35,104.0,12000.0,0.0,1700,1726
4015,ok,20,private,60,59,married,no,freelance,35,81.0,18000.0,0.0,1200,1349
4016,default,8,rent,48,30,single,no,fixed,46,114.0,0.0,0.0,1650,1659
4017,ok,0,private,60,42,married,no,parttime,35,210.0,1500.0,0.0,1250,1518
4018,ok,3,owner,48,29,married,no,fixed,35,83.0,4500.0,1170.0,700,837
4019,default,3,rent,48,39,married,yes,fixed,97,223.0,0.0,0.0,1250,1609
4020,ok,17,other,48,40,married,no,fixed,60,117.0,6000.0,960.0,1200,1893
4021,default,14,owner,60,47,widow,yes,fixed,35,100.0,4000.0,2000.0,1475,1475
4022,default,11,parents,60,30,married,yes,fixed,45,105.0,5000.0,0.0,1500,2500
4023,default,24,other,60,41,married,yes,freelance,75,0.0,0.0,0.0,2200,2428
4024,ok,2,parents,36,25,single,no,fixed,35,110.0,0.0,0.0,500,1200
4025,ok,3,parents,60,23,single,no,freelance,35,42.0,10000.0,0.0,2000,2203
4026,ok,14,owner,60,35,married,no,fixed,35,80.0,3500.0,0.0,1100,1622
4027,default,20,owner,60,43,married,yes,fixed,45,120.0,10000.0,0.0,2000,2700
4028,ok,5,rent,24,41,married,no,freelance,44,90.0,8000.0,0.0,600,1218
4029,ok,15,owner,60,50,married,yes,fixed,35,112.0,4000.0,0.0,1150,1400
4030,ok,3,owner,36,26,married,no,fixed,35,136.0,6000.0,4500.0,900,1421
4031,default,7,owner,36,38,married,yes,fixed,45,85.0,3400.0,1500.0,450,550
4032,ok,7,owner,60,33,married,no,freelance,60,144.0,4500.0,0.0,1100,1245
4033,ok,9,owner,60,42,married,no,fixed,75,140.0,7000.0,0.0,1000,1423
4034,ok,2,rent,48,22,married,no,fixed,53,183.0,0.0,0.0,1300,1300
4035,ok,2,rent,60,38,single,no,fixed,70,250.0,,0.0,1300,1365
4036,default,1,private,36,28,married,no,freelance,45,0.0,6000.0,0.0,1000,1150
4037,default,0,rent,60,24,married,no,parttime,41,56.0,0.0,0.0,1308,1558
4038,ok,2,private,60,24,married,no,fixed,35,170.0,5000.0,1500.0,1150,1200
4039,ok,16,rent,36,41,married,no,fixed,52,71.0,0.0,0.0,900,950
4040,default,3,rent,60,39,married,yes,fixed,69,94.0,0.0,0.0,1450,1546
4041,default,1,rent,60,34,married,no,fixed,56,112.0,4000.0,1500.0,1400,1508
4042,ok,12,rent,36,55,married,no,fixed,57,115.0,0.0,0.0,800,1250
4043,default,0,owner,60,64,widow,no,others,35,100.0,8000.0,0.0,1980,2038
4044,ok,3,other,48,32,single,yes,fixed,35,71.0,0.0,0.0,1000,1200
4045,ok,14,rent,36,47,married,no,fixed,73,125.0,6500.0,0.0,600,825
4046,default,0,parents,60,25,single,no,parttime,35,35.0,0.0,0.0,1150,1351
4047,ok,9,owner,60,25,married,no,fixed,60,200.0,13500.0,5000.0,1900,2115
4048,default,0,rent,48,35,married,no,parttime,106,160.0,0.0,0.0,930,930
4049,default,0,rent,48,24,married,no,parttime,35,0.0,0.0,0.0,600,1452
4050,default,1,parents,60,43,married,yes,fixed,90,179.0,0.0,0.0,1600,1896
4051,default,2,parents,36,21,single,no,freelance,35,221.0,0.0,0.0,500,650
4052,ok,4,owner,48,22,married,no,fixed,35,214.0,10000.0,3000.0,1250,1566
4053,ok,20,owner,60,56,married,no,fixed,35,145.0,5000.0,0.0,1600,1763
4054,ok,2,other,48,25,single,no,fixed,35,142.0,0.0,0.0,1000,1440
4055,ok,8,owner,60,56,married,no,freelance,45,200.0,30000.0,0.0,1400,1500
4056,ok,13,owner,60,36,married,no,fixed,45,72.0,3500.0,45.0,1400,1625
4057,ok,5,owner,24,59,married,no,fixed,35,105.0,18000.0,0.0,1800,1965
4058,ok,13,owner,60,58,married,no,fixed,75,211.0,7500.0,2000.0,800,1214
4059,default,0,owner,60,40,married,yes,parttime,90,90.0,8000.0,0.0,1000,1189
4060,ok,25,owner,12,49,married,no,freelance,60,100.0,5500.0,0.0,1000,1998
4061,default,5,rent,54,27,married,no,fixed,47,118.0,0.0,0.0,1500,1600
4062,default,2,owner,60,44,married,no,fixed,60,88.0,2000.0,0.0,1450,1452
4063,ok,5,owner,24,26,married,no,fixed,45,147.0,10000.0,300.0,450,1522
4064,default,5,rent,48,49,widow,yes,freelance,45,0.0,0.0,0.0,1000,2193
4065,ok,18,owner,60,45,single,yes,fixed,35,197.0,2000.0,0.0,1500,1578
4066,default,1,private,60,24,married,no,parttime,35,127.0,3500.0,2000.0,1700,1825
4067,default,0,rent,60,25,married,yes,fixed,69,235.0,0.0,0.0,1400,1650
4068,ok,12,owner,60,56,married,no,freelance,35,126.0,17000.0,0.0,3000,3745
4069,ok,5,owner,36,43,married,no,freelance,45,0.0,4000.0,0.0,1800,2300
4070,ok,2,other,24,30,married,yes,fixed,45,233.0,0.0,0.0,900,1189
4071,ok,1,owner,60,47,married,no,fixed,75,78.0,4000.0,0.0,1500,1711
4072,ok,2,owner,48,30,single,no,fixed,35,106.0,4000.0,0.0,660,1060
4073,ok,14,owner,60,28,married,no,fixed,45,178.0,4000.0,700.0,600,700
4074,default,8,owner,60,64,married,no,freelance,60,111.0,,,1895,2596
4075,default,2,owner,60,29,married,yes,parttime,35,71.0,6000.0,0.0,700,2700
4076,default,0,parents,60,26,separated,no,others,35,,0.0,0.0,950,1735
4077,ok,1,parents,48,24,single,no,fixed,35,53.0,0.0,0.0,1200,1215
4078,ok,18,owner,36,43,married,no,fixed,90,116.0,4000.0,0.0,400,985
4079,ok,30,owner,12,52,single,no,fixed,35,237.0,5000.0,500.0,800,1800
